%% -------------------- Weather data for AquaCrop-OS ------------------- %%
Day       Month     Year      Tmin(C)        Tmax(C)        Prcp(mm)       Et0(mm)        
14        3         2012      -1.91          25.32          0.00           4.99           
15        3         2012      -0.19          25.58          0.00           5.21           
16        3         2012      -0.44          28.47          0.00           5.86           
17        3         2012      -1.38          29.71          0.00           6.33           
18        3         2012      -0.98          28.81          0.00           8.07           
19        3         2012      3.43           18.08          0.00           4.69           
20        3         2012      -1.84          13.95          0.00           3.31           
21        3         2012      -4.27          19.01          6.97           3.88           
22        3         2012      1.53           12.19          0.00           1.15           
23        3         2012      0.80           22.09          0.00           2.95           
24        3         2012      2.19           24.52          0.00           4.09           
25        3         2012      3.51           18.02          0.00           1.59           
26        3         2012      6.64           31.43          0.00           7.48           
27        3         2012      0.66           23.55          0.00           5.25           
28        3         2012      -0.45          24.59          0.00           4.24           
29        3         2012      0.40           22.63          0.00           4.38           
30        3         2012      0.93           27.56          0.00           6.21           
31        3         2012      1.59           29.18          0.00           5.33           
1         4         2012      1.00           31.75          0.00           5.84           
2         4         2012      1.99           16.72          11.67          4.40           
3         4         2012      3.18           8.11           14.61          0.78           
4         4         2012      4.02           12.05          6.54           1.15           
5         4         2012      6.99           16.52          0.00           2.01           
6         4         2012      7.12           18.90          0.00           2.96           
7         4         2012      -2.09          16.13          0.00           5.10           
8         4         2012      -3.74          21.83          0.00           4.79           
9         4         2012      -0.06          18.95          0.00           4.16           
10        4         2012      1.00           18.36          0.00           3.84           
11        4         2012      6.40           13.04          0.00           3.17           
12        4         2012      6.92           21.60          5.61           1.16           
13        4         2012      4.29           19.93          0.00           4.16           
14        4         2012      3.84           22.16          0.00           2.95           
15        4         2012      0.40           10.47          0.00           1.38           
16        4         2012      -0.64          15.40          0.00           2.45           
17        4         2012      0.40           24.20          0.00           5.13           
18        4         2012      1.66           22.17          0.00           4.03           
19        4         2012      5.21           17.90          4.06           3.42           
20        4         2012      1.73           18.48          1.27           3.76           
21        4         2012      4.49           22.37          0.00           5.21           
22        4         2012      0.47           18.74          0.00           3.76           
23        4         2012      0.21           29.18          0.00           5.80           
24        4         2012      7.51           33.78          0.00           7.78           
25        4         2012      7.17           29.64          0.00           6.14           
26        4         2012      12.98          22.17          2.54           3.87           
27        4         2012      4.62           17.25          43.19          2.47           
28        4         2012      4.22           17.89          0.00           4.54           
29        4         2012      5.74           19.80          0.00           3.40           
30        4         2012      3.96           23.22          0.00           4.13           
1         5         2012      8.83           27.10          0.00           4.33           
2         5         2012      7.97           27.23          0.00           5.96           
3         5         2012      11.13          27.29          0.00           5.72           
4         5         2012      14.35          31.95          0.00           6.03           
5         5         2012      11.39          28.92          0.00           5.72           
6         5         2012      9.81           19.80          0.00           5.37           
7         5         2012      7.19           16.39          0.00           3.57           
8         5         2012      0.47           21.45          0.00           5.12           
9         5         2012      0.87           27.82          0.00           6.14           
10        5         2012      4.23           31.55          0.00           7.77           
11        5         2012      4.35           15.53          0.00           3.90           
12        5         2012      4.16           12.31          4.83           1.34           
13        5         2012      7.05           21.83          0.00           4.25           
14        5         2012      4.29           27.62          0.00           5.98           
15        5         2012      4.63           28.35          0.00           7.14           
16        5         2012      4.75           32.61          0.00           8.83           
17        5         2012      10.27          33.19          0.00           8.24           
18        5         2012      6.59           34.32          0.00           8.67           
19        5         2012      5.93           17.64          9.91           1.64           
20        5         2012      4.89           22.62          0.00           4.53           
21        5         2012      7.58           29.12          0.00           7.15           
22        5         2012      13.37          35.75          0.00           10.07          
23        5         2012      10.40          25.78          6.35           6.66           
24        5         2012      8.83           22.30          0.76           5.14           
25        5         2012      8.24           20.20          3.30           2.80           
26        5         2012      13.69          36.27          0.00           9.96           
27        5         2012      14.01          27.73          0.00           8.70           
28        5         2012      4.88           27.95          0.00           7.10           
29        5         2012      7.91           27.02          0.00           6.28           
30        5         2012      5.80           31.03          0.00           6.83           
31        5         2012      5.93           24.99          0.00           5.53           
1         6         2012      7.78           25.71          2.03           5.29           
2         6         2012      10.47          33.52          4.83           7.05           
3         6         2012      12.45          33.91          0.00           7.02           
4         6         2012      14.15          33.91          0.00           7.50           
5         6         2012      12.71          33.91          0.00           8.79           
6         6         2012      14.08          31.09          0.00           7.47           
7         6         2012      15.14          29.59          0.00           5.99           
8         6         2012      16.26          32.08          0.00           7.85           
9         6         2012      17.84          39.63          0.00           11.35          
10        6         2012      8.82           27.42          0.00           8.02           
11        6         2012      11.59          28.19          0.00           7.86           
12        6         2012      8.77           31.82          0.00           8.62           
13        6         2012      11.99          37.00          0.00           10.23          
14        6         2012      17.31          30.30          0.00           6.56           
15        6         2012      15.20          32.93          0.51           7.63           
16        6         2012      13.62          31.02          0.00           6.45           
17        6         2012      14.74          39.48          0.00           9.86           
18        6         2012      13.04          41.59          0.00           10.97          
19        6         2012      19.54          36.07          0.00           9.66           
20        6         2012      11.00          27.16          0.00           6.64           
21        6         2012      10.27          29.91          0.00           6.92           
22        6         2012      10.21          31.49          0.76           6.97           
23        6         2012      17.44          36.86          0.51           7.83           
24        6         2012      15.07          38.44          0.00           6.50           
25        6         2012      16.72          39.44          0.00           8.51           
26        6         2012      14.61          42.51          0.00           10.17          
27        6         2012      14.54          36.27          0.25           8.51           
28        6         2012      15.14          38.88          0.25           7.66           
29        6         2012      14.61          38.30          0.25           6.86           
30        6         2012      16.32          39.34          0.00           7.47           
1         7         2012      14.87          35.28          0.00           7.30           
2         7         2012      12.78          38.76          0.00           7.90           
3         7         2012      17.11          39.03          0.00           8.45           
4         7         2012      15.99          39.81          0.25           7.34           
5         7         2012      19.15          37.72          0.51           8.48           
6         7         2012      16.72          36.40          0.00           7.74           
7         7         2012      16.98          31.01          0.00           6.02           
8         7         2012      16.85          22.83          0.25           1.48           
9         7         2012      13.63          28.26          0.00           5.07           
10        7         2012      12.19          30.55          0.00           6.08           
11        7         2012      12.78          33.32          0.00           6.89           
12        7         2012      13.30          35.28          0.00           6.58           
13        7         2012      14.15          36.66          0.00           6.95           
14        7         2012      14.22          36.60          0.00           6.86           
15        7         2012      15.33          38.84          0.00           9.44           
16        7         2012      16.12          36.80          0.00           7.94           
17        7         2012      13.95          36.85          0.00           6.61           
18        7         2012      15.27          38.97          0.00           6.72           
19        7         2012      15.14          39.28          0.00           7.54           
20        7         2012      16.46          39.48          0.00           8.48           
21        7         2012      15.20          40.73          0.00           8.78           
22        7         2012      15.53          40.92          0.00           9.62           
23        7         2012      14.15          39.23          0.00           9.17           
24        7         2012      13.62          39.02          0.00           7.32           
25        7         2012      17.50          33.58          0.00           6.16           
26        7         2012      13.49          35.28          0.00           6.53           
27        7         2012      15.40          37.51          0.00           7.91           
28        7         2012      17.51          38.88          0.00           6.85           
29        7         2012      16.85          35.02          0.25           6.03           
30        7         2012      17.63          33.64          0.25           5.89           
31        7         2012      17.18          35.88          0.00           6.07           
1         8         2012      17.43          38.50          0.00           7.99           
2         8         2012      19.73          35.48          0.00           6.79           
3         8         2012      15.84          37.58          0.00           8.31           
4         8         2012      12.05          28.92          0.00           5.75           
5         8         2012      10.34          33.90          0.00           7.83           
6         8         2012      15.00          39.09          0.00           8.37           
7         8         2012      14.74          36.72          0.00           5.17           
8         8         2012      13.10          37.84          0.00           7.32           
9         8         2012      14.21          29.83          0.00           5.41           
10        8         2012      14.81          31.74          1.52           6.52           
11        8         2012      14.94          31.75          4.83           4.69           
12        8         2012      12.57          30.24          0.00           6.38           
13        8         2012      9.22           28.98          0.00           5.05           
14        8         2012      12.24          31.74          0.00           5.74           
15        8         2012      13.09          36.40          0.00           7.55           
16        8         2012      8.96           21.30          0.00           3.54           
17        8         2012      6.00           27.93          0.00           5.09           
18        8         2012      7.90           28.14          0.00           6.00           
19        8         2012      5.87           27.27          0.00           4.77           
20        8         2012      6.79           29.84          0.00           5.30           
21        8         2012      10.67          33.44          0.00           6.25           
22        8         2012      12.38          34.69          0.00           6.36           
23        8         2012      16.26          27.14          0.25           3.01           
24        8         2012      16.19          26.82          0.00           2.89           
25        8         2012      12.84          28.72          0.00           4.56           
26        8         2012      10.27          35.02          0.00           5.63           
27        8         2012      14.54          37.77          0.00           7.37           
28        8         2012      12.90          39.41          0.00           8.45           
29        8         2012      11.53          39.35          0.00           9.66           
30        8         2012      15.07          38.50          0.00           9.38           
31        8         2012      9.74           36.67          0.00           6.89           
1         9         2012      9.42           37.12          0.00           8.68           
2         9         2012      14.48          33.57          0.00           5.89           
3         9         2012      14.28          34.89          0.00           5.23           
4         9         2012      10.14          37.45          0.00           7.25           
5         9         2012      8.23           29.12          0.00           5.86           
6         9         2012      7.84           36.34          0.00           7.15           
7         9         2012      6.86           22.29          0.00           3.36           
8         9         2012      3.24           29.05          0.00           5.03           
9         9         2012      3.31           30.17          0.00           6.15           
10        9         2012      7.58           37.58          0.00           9.05           
11        9         2012      8.23           35.14          0.00           6.70           
12        9         2012      8.89           19.86          1.02           2.62           
13        9         2012      3.82           23.21          0.00           3.43           
14        9         2012      1.59           27.86          0.00           4.40           
15        9         2012      3.64           30.56          0.00           5.91           
16        9         2012      2.85           33.57          0.00           7.18           
17        9         2012      3.63           20.78          0.00           3.66           
18        9         2012      0.80           28.46          0.00           4.71           
19        9         2012      4.42           29.78          0.00           5.95           
20        9         2012      1.73           28.93          0.00           4.96           
21        9         2012      6.99           27.86          0.00           5.69           
22        9         2012      3.70           23.60          0.00           4.02           
23        9         2012      3.23           24.26          0.00           4.78           
24        9         2012      5.14           28.73          0.00           3.84           
25        9         2012      7.12           24.39          0.00           2.73           
26        9         2012      7.97           25.96          0.00           3.77           
27        9         2012      8.95           24.86          0.76           1.91           
28        9         2012      5.14           24.13          0.25           2.80           
29        9         2012      3.43           24.72          0.00           2.61           
30        9         2012      4.68           28.85          5.59           3.91           
1         10        2012      0.80           20.26          0.00           2.98           
2         10        2012      -1.63          29.05          0.00           4.27           
3         10        2012      2.06           32.99          0.00           7.09           
4         10        2012      0.67           12.17          0.00           2.70           
5         10        2012      -0.19          2.71           2.29           0.38           
6         10        2012      -8.22          2.12           8.38           0.39           
7         10        2012      -11.39         10.67          0.00           1.50           
8         10        2012      -1.30          22.68          0.00           3.72           
9         10        2012      -2.63          12.24          0.00           1.89           
10        10        2012      -3.28          18.56          0.00           2.46           
11        10        2012      1.00           14.61          0.00           2.30           
12        10        2012      -3.68          12.84          0.00           1.44           
13        10        2012      2.17           22.43          4.06           3.58           
14        10        2012      3.63           22.03          0.00           3.80           
15        10        2012      -0.06          28.00          0.00           3.82           
16        10        2012      4.68           25.97          0.00           4.38           
17        10        2012      3.82           14.48          0.00           4.39           
18        10        2012      0.60           13.82          0.00           5.27           
19        10        2012      -0.46          21.31          0.00           3.77           
20        10        2012      2.71           27.81          0.00           4.52           
21        10        2012      2.12           21.70          0.00           3.44           
22        10        2012      3.43           17.23          0.00           1.20           
23        10        2012      6.92           26.11          0.00           2.56           
24        10        2012      -0.46          11.46          5.47           1.28           
25        10        2012      -5.72          4.35           0.00           0.77           
26        10        2012      -5.33          1.79           0.00           0.47           
27        10        2012      -6.71          10.80          0.00           1.27           
28        10        2012      -4.79          18.70          0.00           2.01           
29        10        2012      -2.29          23.87          0.00           2.24           
30        10        2012      1.26           22.68          0.00           2.92           
31        10        2012      0.40           22.61          0.00           2.87           
1         11        2012      -2.09          22.30          0.00           2.52           
2         11        2012      -2.30          14.48          0.00           1.78           
3         11        2012      -5.19          18.81          0.00           1.96           
4         11        2012      -3.28          19.08          0.00           2.87           
5         11        2012      -0.72          16.38          0.00           1.71           
6         11        2012      -1.64          18.15          0.00           2.37           
7         11        2012      -4.60          24.39          0.00           2.54           
8         11        2012      -3.35          16.51          0.00           1.80           
9         11        2012      -3.41          14.67          0.00           1.17           
10        11        2012      -5.13          5.47           0.00           0.47           
11        11        2012      -13.50         -0.06          0.00           0.87           
12        11        2012      -12.84         8.29           0.00           1.73           
13        11        2012      -9.74          13.04          0.00           1.46           
14        11        2012      -9.87          16.26          0.00           1.98           
15        11        2012      -6.05          12.96          0.00           1.77           
16        11        2012      -9.15          15.40          0.00           1.95           
17        11        2012      -7.04          19.67          0.00           1.70           
18        11        2012      -4.87          15.59          0.00           1.18           
19        11        2012      -2.37          19.21          0.00           2.21           
20        11        2012      -6.12          22.37          0.00           2.74           
21        11        2012      -6.77          21.18          0.00           2.29           
22        11        2012      -6.91          12.85          0.00           2.50           
23        11        2012      -10.01         9.74           0.00           1.46           
24        11        2012      -9.35          23.80          0.00           3.61           
25        11        2012      -7.76          11.58          0.00           1.47           
26        11        2012      -10.74         1.92           0.00           0.60           
27        11        2012      -10.80         15.19          0.00           1.46           
28        11        2012      -11.65         14.82          0.00           1.46           
29        11        2012      -8.55          21.91          0.00           2.82           
30        11        2012      -7.17          17.38          0.00           1.97           
1         12        2012      -1.12          21.45          0.00           2.56           
2         12        2012      -4.40          21.14          0.00           3.12           
3         12        2012      -6.84          13.55          0.00           2.28           
4         12        2012      -8.16          14.15          0.00           1.91           
5         12        2012      -5.33          21.05          0.00           2.65           
6         12        2012      -5.53          8.89           0.00           1.66           
7         12        2012      -7.91          9.02           0.00           1.53           
8         12        2012      -3.81          11.59          0.00           2.21           
9         12        2012      -21.62         -1.18          0.00           0.99           
10        12        2012      -21.09         5.54           0.00           1.44           
11        12        2012      -12.85         6.73           0.00           1.48           
12        12        2012      -13.57         16.78          0.00           2.31           
13        12        2012      -6.71          12.65          0.00           1.53           
14        12        2012      -11.52         7.85           0.00           0.62           
15        12        2012      -2.29          9.03           6.90           1.16           
16        12        2012      -8.23          3.82           0.00           0.32           
17        12        2012      -9.88          10.34          0.00           1.15           
18        12        2012      -5.39          7.50           0.00           1.66           
19        12        2012      -10.80         -1.37          9.48           0.37           
20        12        2012      -16.87         -1.64          0.00           0.69           
21        12        2012      -15.74         5.66           0.00           0.54           
22        12        2012      -15.48         5.07           0.00           0.61           
23        12        2012      -15.94         3.24           0.00           0.46           
24        12        2012      -15.22         -5.06          0.00           0.26           
25        12        2012      -22.94         -11.26         0.00           0.20           
26        12        2012      -25.52         -8.09          0.00           0.25           
27        12        2012      -17.79         -8.36          0.00           0.26           
28        12        2012      -21.48         -5.06          0.00           0.33           
29        12        2012      -14.16         1.40           0.00           0.60           
30        12        2012      -14.10         -1.90          0.00           0.46           
31        12        2012      -11.46         -4.67          0.00           0.22           
1         1         2013      -15.41         -3.75          0.51           0.35           
2         1         2013      -11.92         -0.26          0.25           0.59           
3         1         2013      -15.94         -3.49          0.00           0.38           
4         1         2013      -15.54         5.61           0.00           0.67           
5         1         2013      -15.67         3.43           0.00           0.90           
6         1         2013      -16.20         4.02           0.00           0.57           
7         1         2013      -12.84         3.29           0.00           0.56           
8         1         2013      -16.14         7.11           0.00           0.75           
9         1         2013      -9.02          7.90           0.00           0.90           
10        1         2013      -3.28          2.65           0.00           0.41           
11        1         2013      -11.72         2.45           0.00           0.30           
12        1         2013      -16.86         -8.36          0.00           0.45           
13        1         2013      -19.11         -7.51          0.00           0.37           
14        1         2013      -19.11         -6.78          0.00           0.26           
15        1         2013      -22.61         -0.04          0.00           0.51           
16        1         2013      -1.77          7.44           0.00           1.53           
17        1         2013      -5.52          10.54          0.00           1.38           
18        1         2013      -7.24          13.43          0.00           1.66           
19        1         2013      -3.54          12.18          0.00           1.99           
20        1         2013      -8.55          4.89           0.00           0.74           
21        1         2013      -9.94          2.77           0.00           0.60           
22        1         2013      -9.81          14.28          0.00           1.23           
23        1         2013      -8.42          9.43           0.00           1.10           
24        1         2013      -10.73         6.53           0.00           0.82           
25        1         2013      -7.63          13.43          0.00           1.47           
26        1         2013      -7.89          13.03          0.51           1.24           
27        1         2013      -2.88          13.75          0.25           0.76           
28        1         2013      -4.73          9.15           0.00           0.51           
29        1         2013      -5.46          -0.12          0.00           0.56           
30        1         2013      -11.45         2.38           0.00           0.96           
31        1         2013      -6.91          -0.57          0.00           0.88           
1         2         2013      -10.67         12.32          0.00           1.40           
2         2         2013      -4.99          11.46          0.00           2.01           
3         2         2013      -8.88          11.99          0.00           1.81           
4         2         2013      -6.84          14.61          0.00           2.13           
5         2         2013      -4.27          13.36          0.00           1.94           
6         2         2013      -5.85          17.58          0.00           2.50           
7         2         2013      -7.04          11.25          0.00           1.91           
8         2         2013      -9.54          14.30          0.00           2.83           
9         2         2013      -7.24          14.21          1.27           2.49           
10        2         2013      -6.57          1.99           0.76           0.72           
11        2         2013      -11.12         1.33           0.00           0.95           
12        2         2013      -10.33         5.28           0.00           1.49           
13        2         2013      -6.04          11.13          0.00           2.32           
14        2         2013      -10.53         3.04           0.00           0.93           
15        2         2013      -11.72         1.66           0.00           0.92           
16        2         2013      -5.32          14.08          0.00           2.77           
17        2         2013      -5.98          16.98          0.00           2.89           
18        2         2013      -9.81          6.07           0.00           1.80           
19        2         2013      -14.42         5.08           0.00           1.41           
20        2         2013      -9.55          -5.19          0.00           0.56           
21        2         2013      -10.93         -7.50          0.00           0.34           
22        2         2013      -20.30         -0.92          4.06           0.60           
23        2         2013      -16.53         2.31           0.51           0.85           
24        2         2013      -8.09          0.14           0.00           0.60           
25        2         2013      -15.34         1.65           0.76           0.84           
26        2         2013      -19.51         1.45           0.00           0.85           
27        2         2013      -4.73          2.44           0.00           1.27           
28        2         2013      -10.93         4.35           0.00           1.34           
1         3         2013      -6.78          5.14           0.00           1.32           
2         3         2013      -3.35          14.48          0.00           1.96           
3         3         2013      -2.56          19.68          0.00           2.84           
4         3         2013      -5.59          10.02          0.00           2.24           
5         3         2013      -8.22          5.74           0.00           2.17           
6         3         2013      -2.88          11.46          0.00           2.45           
7         3         2013      -5.98          13.09          0.00           1.82           
8         3         2013      -2.82          10.34          0.00           1.54           
9         3         2013      -3.15          7.52           0.00           0.20           
10        3         2013      -11.32         -1.18          0.51           1.12           
11        3         2013      -10.99         9.03           0.00           1.47           
12        3         2013      -5.59          7.31           0.00           2.24           
13        3         2013      -5.78          18.88          0.00           2.99           
14        3         2013      2.84           23.01          0.00           4.19           
15        3         2013      2.65           26.11          0.00           5.36           
16        3         2013      -1.50          8.75           0.00           1.70           
17        3         2013      -1.83          13.83          1.27           2.32           
18        3         2013      -7.56          9.55           0.00           2.64           
19        3         2013      -8.95          10.60          0.00           2.54           
20        3         2013      -12.38         11.72          0.00           2.87           
21        3         2013      -4.80          8.31           1.78           1.96           
22        3         2013      -7.57          10.21          0.51           1.91           
23        3         2013      -8.22          -0.39          0.00           0.47           
24        3         2013      -17.19         -1.31          4.57           1.03           
25        3         2013      -15.01         -0.46          0.00           1.20           
26        3         2013      -19.04         3.29           0.00           1.27           
27        3         2013      -5.59          13.22          0.00           2.19           
28        3         2013      -2.69          17.58          0.00           2.82           
29        3         2013      -0.77          22.17          0.00           3.33           
30        3         2013      1.18           18.61          0.00           3.12           
31        3         2013      -1.96          21.45          0.00           4.50           
1         4         2013      -2.36          10.73          0.00           2.61           
2         4         2013      -3.15          7.32           0.00           1.35           
3         4         2013      -1.83          12.90          0.00           3.03           
4         4         2013      -5.52          19.54          0.00           3.52           
5         4         2013      1.59           24.80          0.00           4.79           
6         4         2013      5.73           20.59          0.00           5.29           
7         4         2013      4.88           21.64          0.00           4.32           
8         4         2013      -0.72          23.48          27.18          4.29           
9         4         2013      -9.81          -0.46          0.00           0.43           
10        4         2013      -9.74          -3.28          0.00           0.91           
11        4         2013      -9.81          5.93           0.00           1.81           
12        4         2013      -2.75          11.33          1.27           1.75           
13        4         2013      -2.29          20.46          0.25           3.26           
14        4         2013      2.32           11.39          0.00           4.72           
15        4         2013      -1.37          5.67           0.00           1.92           
16        4         2013      -1.96          5.09           0.00           1.22           
17        4         2013      -4.01          1.73           0.00           0.26           
18        4         2013      -5.45          0.08           0.76           1.23           
19        4         2013      -6.44          13.36          0.00           3.32           
20        4         2013      -2.82          14.34          0.00           3.15           
21        4         2013      1.73           18.81          1.27           3.85           
22        4         2013      -4.34          7.58           3.30           0.65           
23        4         2013      -5.39          5.54           0.00           2.02           
24        4         2013      -6.31          14.15          0.00           3.50           
25        4         2013      -6.18          22.96          0.00           5.34           
26        4         2013      0.14           23.36          0.00           5.86           
27        4         2013      -0.38          26.70          0.00           5.53           
28        4         2013      4.37           28.66          0.00           7.62           
29        4         2013      8.30           28.87          0.00           6.83           
30        4         2013      4.22           19.67          0.00           5.24           
1         5         2013      -2.16          4.42           2.79           0.25           
2         5         2013      -2.49          9.74           5.08           2.90           
3         5         2013      -4.60          14.87          0.00           3.79           
4         5         2013      -4.47          14.61          0.00           4.35           
5         5         2013      -5.52          17.63          0.00           4.08           
6         5         2013      0.93           22.17          0.00           5.61           
7         5         2013      7.25           20.99          0.00           3.08           
8         5         2013      7.25           22.83          6.35           4.08           
9         5         2013      3.96           18.82          0.00           2.60           
10        5         2013      3.57           22.89          0.51           3.95           
11        5         2013      6.07           19.54          0.00           4.80           
12        5         2013      3.10           26.24          0.00           5.37           
13        5         2013      5.61           33.65          0.00           6.70           
14        5         2013      10.27          35.88          0.00           8.51           
15        5         2013      14.54          29.51          0.00           7.93           
16        5         2013      11.78          27.56          3.81           4.40           
17        5         2013      11.20          29.84          0.00           6.44           
18        5         2013      7.47           28.79          29.47          4.03           
19        5         2013      11.00          15.61          29.46          1.20           
20        5         2013      8.76           16.46          2.03           3.10           
21        5         2013      8.11           17.96          0.00           4.31           
22        5         2013      5.80           20.99          0.00           4.46           
23        5         2013      8.24           19.86          0.00           4.08           
24        5         2013      13.04          27.75          0.00           4.26           
25        5         2013      13.76          31.49          0.00           7.09           
26        5         2013      12.96          31.03          0.00           5.80           
27        5         2013      10.21          22.72          0.00           2.85           
28        5         2013      7.91           26.70          0.00           4.62           
29        5         2013      9.81           24.85          16.51          2.94           
30        5         2013      8.90           23.49          0.00           5.21           
31        5         2013      5.54           23.41          0.00           6.67           
1         6         2013      5.93           20.06          0.00           4.55           
2         6         2013      3.31           24.66          0.00           5.59           
3         6         2013      9.61           32.81          0.00           7.80           
4         6         2013      13.36          24.00          0.00           5.34           
5         6         2013      8.17           19.80          1.02           3.10           
6         6         2013      4.42           25.45          0.00           4.78           
7         6         2013      7.98           27.41          0.00           5.89           
8         6         2013      9.08           26.70          0.00           4.80           
9         6         2013      9.16           30.50          0.00           6.65           
10        6         2013      9.76           38.77          0.76           8.15           
11        6         2013      15.27          38.12          0.00           7.69           
12        6         2013      12.83          32.27          0.00           7.32           
13        6         2013      11.39          29.97          0.76           5.39           
14        6         2013      16.51          31.69          0.00           5.94           
15        6         2013      14.02          31.03          0.00           6.12           
16        6         2013      13.43          33.13          5.59           5.74           
17        6         2013      9.68           27.80          0.00           5.22           
18        6         2013      14.09          30.76          0.00           7.32           
19        6         2013      11.00          30.10          0.00           6.16           
20        6         2013      16.19          33.18          0.00           6.59           
21        6         2013      15.32          36.14          0.00           7.62           
22        6         2013      16.06          30.95          1.02           6.23           
23        6         2013      11.53          29.31          9.91           5.87           
24        6         2013      15.27          31.82          0.51           5.85           
25        6         2013      15.33          35.22          0.00           7.47           
26        6         2013      13.50          37.33          0.00           6.92           
27        6         2013      15.93          31.22          0.00           6.87           
28        6         2013      14.74          32.94          0.00           6.73           
29        6         2013      14.02          31.09          0.00           6.38           
30        6         2013      11.53          28.00          0.00           4.92           
1         7         2013      9.48           27.14          0.00           5.30           
2         7         2013      7.71           28.72          0.00           5.48           
3         7         2013      7.52           32.15          0.00           7.06           
4         7         2013      10.07          34.89          0.00           7.38           
5         7         2013      13.37          36.47          0.00           7.26           
6         7         2013      13.89          37.39          0.00           7.19           
7         7         2013      16.52          34.89          2.03           6.75           
8         7         2013      15.47          33.57          0.00           6.18           
9         7         2013      17.97          35.42          0.00           6.85           
10        7         2013      18.88          31.09          0.25           5.65           
11        7         2013      14.74          36.07          0.00           7.66           
12        7         2013      17.77          39.55          0.00           8.28           
13        7         2013      18.36          36.86          10.92          7.59           
14        7         2013      18.56          29.06          8.64           2.41           
15        7         2013      15.93          29.44          0.25           5.99           
16        7         2013      15.07          29.77          0.00           5.32           
17        7         2013      14.29          31.03          0.00           6.56           
18        7         2013      15.99          34.89          0.00           7.38           
19        7         2013      15.60          30.83          5.59           3.48           
20        7         2013      12.90          31.81          0.00           5.62           
21        7         2013      13.31          32.79          0.00           6.16           
