Day,Month,Year,Min Temperature (C),Max Temperature (C),Precipitation (mm),Grass Reference ET (mm)
21,2,2000,7.1,16.9,1,2.39
22,2,2000,7.9,12.3,33.5,0.14
23,2,2000,3.3,12.9,3.4,1.79
24,2,2000,0.6,10.8,2,1.11
25,2,2000,5.8,13.3,0.2,1.66
26,2,2000,10.1,15.2,9.2,0.37
27,2,2000,6.7,14.1,5.7,1.71
28,2,2000,3.7,14.8,0.1,2.22
29,2,2000,6.2,15,6.1,2.1
1,3,2000,4.1,17.1,0.1,2.48
2,3,2000,6.8,10.7,2.4,0.42
3,3,2000,3.2,17.7,0,2.54
4,3,2000,3.4,16.1,11.9,2.16
5,3,2000,7.5,11.4,8.4,0.86
6,3,2000,6.4,11.7,0.4,0.83
7,3,2000,6.2,11.9,5.1,0.67
8,3,2000,3.9,12.4,8.3,1.36
9,3,2000,4.8,15.3,2.6,1.69
10,3,2000,0.9,15.9,0.2,1.95
11,3,2000,8.2,16.9,0,2.39
12,3,2000,6,21,0,3.36
13,3,2000,5,22.1,0,3.18
14,3,2000,8,22.2,0,3.93
15,3,2000,6.5,24,0,4.73
16,3,2000,9.4,22.9,0,4.16
17,3,2000,8.2,21.9,0,5.15
18,3,2000,7,25.2,0,3.97
19,3,2000,9.5,21.3,0,4.2
20,3,2000,7.7,18.3,0,7.37
21,3,2000,9.5,23.7,0,7.14
22,3,2000,4.4,23.1,0,4.19
23,3,2000,7.2,20.2,0,3.65
24,3,2000,2.9,20.4,0,3.95
25,3,2000,6.2,20.1,0,3.87
26,3,2000,3.9,22.9,0,3.85
27,3,2000,6.6,17.4,0,3.4
28,3,2000,6.3,19,0,3.5
29,3,2000,3.1,22.4,0.2,4.16
30,3,2000,7,24.2,0,8.08
31,3,2000,11.2,26.8,0,8.79
1,4,2000,13.2,29.3,0,7.7
2,4,2000,11.1,30.35,0,5.68
3,4,2000,9,31.4,0,5.47
4,4,2000,8.3,24,0,4.84
5,4,2000,5.2,23.9,0,4.42
6,4,2000,5,24.4,0,4.36
7,4,2000,5.1,27.2,0,4.68
8,4,2000,7.6,22.9,0,5.12
9,4,2000,6.1,22.1,0,4.33
10,4,2000,6.3,28.2,0,5.5
11,4,2000,9.8,26.8,0,4.75
12,4,2000,13.2,26.5,3,4.05
13,4,2000,10.9,20,3.5,4.84
14,4,2000,10.3,19.8,0,2.74
15,4,2000,9.5,18.5,0,3.2
16,4,2000,10.7,17.6,5.6,1.83
17,4,2000,7.7,14,14.5,1.16
18,4,2000,4.6,18.2,5,3.55
19,4,2000,5.9,21,0,4.05
20,4,2000,9.7,24,0,5.02
21,4,2000,9.4,26.4,0,5.54
22,4,2000,8.5,21.2,0,4.89
23,4,2000,4.1,21.7,0,4.67
24,4,2000,8.4,25.3,0,5.45
25,4,2000,8.3,26.1,0,5.34
26,4,2000,9.8,29.1,0,5.97
27,4,2000,9.6,23.2,0,5.13
28,4,2000,5.2,20.1,0,5.5
29,4,2000,7.2,25.2,0,6.44
30,4,2000,7,27.6,0,5.77
1,5,2000,7.1,27.4,0,5.68
2,5,2000,10.5,26.1,0,5.72
3,5,2000,9.3,28.7,0,6.03
4,5,2000,12.6,26.3,0,5.61
5,5,2000,9.8,23.3,0,5.32
6,5,2000,9.1,18.9,0,2.72
7,5,2000,8.9,15.1,2.4,0.38
8,5,2000,11.5,22.1,1.1,3.73
9,5,2000,10.4,22.2,0,4.88
10,5,2000,7.2,18.3,0,5.44
11,5,2000,3.9,21.1,0,5.54
12,5,2000,5.6,22.5,0,4.82
13,5,2000,9.6,22.3,0,3.87
14,5,2000,7.8,17,3.8,1.59
15,5,2000,10.5,17.5,4,1.93
16,5,2000,0,19.4,0.4,3.51
17,5,2000,11.1,25.4,0,5.99
18,5,2000,12.9,29.9,0.1,6.9
19,5,2000,13,33.3,0,7.32
20,5,2000,15.6,35.9,0,7.82
21,5,2000,15.9,37.1,0,7.07
22,5,2000,18.9,36.6,0,6.51
23,5,2000,18.8,37.7,0,7.32
24,5,2000,16.5,33.2,0,6.66
25,5,2000,13.2,28.9,0,6.15
26,5,2000,13.2,30.9,0,6.46
27,5,2000,12.4,31.3,0,6.92
28,5,2000,13.6,32.1,0,6.77
29,5,2000,10.5,27.6,0,6.48
30,5,2000,9.1,25.9,0,6.72
31,5,2000,14.1,28.4,0,9.19
1,6,2000,11,31.7,0,6.89
2,6,2000,10.5,30.2,0,7.15
3,6,2000,7.4,30.4,0,6.56
4,6,2000,9.3,30,0,6.97
5,6,2000,10.1,27.2,0,6.46
6,6,2000,10,28.3,0,6.63
7,6,2000,11.9,23.7,0.1,6.05
8,6,2000,12.4,22,0.1,4.05
9,6,2000,10.1,24.8,0,5.7
10,6,2000,9.5,25.4,0,6.02
11,6,2000,10.4,27.9,0,5.86
12,6,2000,14.4,32.5,0,6.04
13,6,2000,21.2,37.8,0,12.85
14,6,2000,21.45,39.9,0,9.08
15,6,2000,21.7,38.9,0,9.69
16,6,2000,18.4,36.3,0,10.42
17,6,2000,14.6,32.3,0,7.66
18,6,2000,13.9,26.6,0,6.83
19,6,2000,12.5,33.8,0,7.17
20,6,2000,14.2,36.3,0,7.64
21,6,2000,15.2,36.3,0,7.34
22,6,2000,13.8,30.4,0,7.03
23,6,2000,11.9,29.5,0,6.93
24,6,2000,12.5,31.8,0,6.92
25,6,2000,13.2,34.4,0,6.84
26,6,2000,14.6,35.5,0,7.48
27,6,2000,15.8,35.6,0,7.14
28,6,2000,15,35.1,0,7.29
29,6,2000,13.7,31.5,0,6.94
30,6,2000,11.7,29.4,0,6.94
1,7,2000,11.8,28.6,0,6.86
2,7,2000,11.7,24.7,0,6.36
3,7,2000,11.5,25.4,0,6.03
4,7,2000,10.1,28.4,0,6.72
5,7,2000,12.2,26.1,0,6.41
6,7,2000,10.9,26.3,0,5.79
7,7,2000,11,26,0,6.22
8,7,2000,9.8,28.4,0,6.12
9,7,2000,11.5,31,0,6.72
10,7,2000,11.9,30.4,0,6.6
11,7,2000,11.7,32.8,0,6.94
12,7,2000,13.6,30.4,0,6.93
13,7,2000,13.1,29.7,0,6.87
14,7,2000,11.7,32.2,0,6.8
15,7,2000,12.3,30.9,0,6.7
16,7,2000,13.5,24.4,0,5.33
17,7,2000,11.2,25.5,0,5.94
18,7,2000,9.8,31.5,0,6.39
19,7,2000,12.2,33.2,0,6.67
20,7,2000,13,34.4,0,6.73
21,7,2000,12.3,30.5,0,6.62
22,7,2000,12.4,31.2,0,6.21
23,7,2000,11.9,34.6,0,6.73
24,7,2000,12.1,35.8,0,6.82
25,7,2000,14,34.4,0,6.91
26,7,2000,13.3,31.6,0,7.04
27,7,2000,11.3,31.6,0,6.13
28,7,2000,12.2,34,0,6.41
29,7,2000,13.7,35.6,0,6.84
30,7,2000,15.5,35.9,0,6.07
31,7,2000,16.8,39.7,0,6.62
1,8,2000,16.1,38.35,0,5.59
2,8,2000,15.4,37,0,5.26
3,8,2000,14.7,33,0,7.49
4,8,2000,14,33.3,0,6.21
5,8,2000,13.3,34.2,0,6.35
6,8,2000,13.8,32.8,0,6.32
7,8,2000,12.8,27.1,0,5.96
8,8,2000,11.7,29.7,0,5.66
9,8,2000,11.7,30.5,0,6.28
10,8,2000,12.8,27.8,0,5.69
11,8,2000,11.2,33.9,0,6.27
12,8,2000,13.9,35.5,0,6.77
13,8,2000,10.9,33.8,0,6.18
14,8,2000,13.8,34.9,0,6.59
15,8,2000,11.3,36.3,0,6.22
16,8,2000,13.5,37.4,0,6.79
17,8,2000,12.6,34.3,3,6.33
18,8,2000,11.5,31.2,0.5,6.24
19,8,2000,10.4,29.5,0.1,6.08
20,8,2000,10.5,30.5,0,5.69
21,8,2000,12.2,32.3,0.1,5.85
22,8,2000,11.5,32,0.3,5.76
23,8,2000,12.4,29.1,0,6.03
24,8,2000,9.9,33.4,0.8,5.67
25,8,2000,11,34.7,0.7,6.31
26,8,2000,13.8,33.3,0,6.07
27,8,2000,11,33.5,0.3,5.8
28,8,2000,13,32.6,0,5.83
29,8,2000,14.3,20.3,0,1.33
30,8,2000,15.4,21.6,0,1.39
31,8,2000,12.9,26.4,0,5.08
1,9,2000,14.4,18,2.9,0.96
2,9,2000,12.8,23.6,0,3.72
3,9,2000,11.3,25,0,5.01
4,9,2000,6.5,24.6,0,4.85
5,9,2000,12.4,27,0,6.38
6,9,2000,14.8,30.5,0,7.51
7,9,2000,12.3,33.7,0,5.75
8,9,2000,10.3,33.1,0,5.95
9,9,2000,10.1,30.5,0,5.05
10,9,2000,9.5,31.2,0,4.82
11,9,2000,8.5,33.9,0,5.12
12,9,2000,11.4,32.9,0,4.55
13,9,2000,21.6,35.3,0,5.15
14,9,2000,15.6,29.5,0,5.27
15,9,2000,12.7,30.3,0,4.52
16,9,2000,11.5,30.6,0,4.82
17,9,2000,14.8,35.1,0,5.69
18,9,2000,16.4,38,0,5.54
19,9,2000,15.8,38.7,0,5.68
20,9,2000,16.6,38.1,0,5.19
21,9,2000,16.1,24.3,0,4.72
22,9,2000,14.1,21.9,0.3,2.37
23,9,2000,10.1,26.8,0,4.81
24,9,2000,9.1,29.8,0,4.27
25,9,2000,12.4,32.2,0,5.03
26,9,2000,11.6,32.7,0,4.53
27,9,2000,11.7,28.1,0,4.45
28,9,2000,10.7,23.3,0,3.59
29,9,2000,9.8,34.9,0,4.45
30,9,2000,11.9,33.5,0,4.3
1,10,2000,13.8,35,0,4.38
2,10,2000,13.1,28.6,0,4.23
3,10,2000,8.2,29.6,0,3.87
4,10,2000,8,28.4,0,3.56
5,10,2000,8.1,30.9,0,3.75
6,10,2000,10.8,33,0,4.19
7,10,2000,10.4,25.7,0,3.55
8,10,2000,8.5,27.6,0,3.57
9,10,2000,12.9,20.6,0,1.54
10,10,2000,9.1,17.8,15.2,0.75
11,10,2000,9.1,14.4,4.1,0.35
12,10,2000,7.5,19.6,0.2,1.88
13,10,2000,6.9,23,0,2.45
14,10,2000,7.9,25.3,0.1,2.82
15,10,2000,7.4,25.4,0,2.5
16,10,2000,9.2,26.3,0,2.87
17,10,2000,9,28,0,2.94
18,10,2000,11,27.7,0,3.04
19,10,2000,8.5,27.5,0,2.49
20,10,2000,11.7,24.5,0,2.2
21,10,2000,11.5,21.4,0,7.35
22,10,2000,11.4,22.5,0,8.86
23,10,2000,9.4,25.3,0,4.44
24,10,2000,6.4,25.7,0,3.39
25,10,2000,11.9,16.9,1.2,0.63
26,10,2000,11.2,13.9,10.2,0.12
27,10,2000,9.4,19.4,0,2.2
28,10,2000,9.9,13.6,13.5,0.31
29,10,2000,9.3,16.9,6.4,1.42
30,10,2000,7.8,14.3,2.2,0.38
31,10,2000,4.5,19,0,2.56
1,11,2000,4,17.1,0,1.41
2,11,2000,6,21.8,0,1.38
3,11,2000,11.1,23,0,3.34
4,11,2000,5.8,20.8,0,1.8
5,11,2000,6.8,20.1,0,1.39
6,11,2000,7,18.9,0,4.71
7,11,2000,9.1,21,0,4.2
8,11,2000,5.5,22.4,0,2.27
9,11,2000,1.7,15.9,0,1.77
10,11,2000,1.9,12.5,0,1.06
11,11,2000,2.5,13.3,0,1.9
12,11,2000,-1.5,15,0,1.6
13,11,2000,-2.8,10.9,6,0.58
14,11,2000,-0.8,9.3,0.1,0.63
15,11,2000,-0.8,9.7,0.1,0.76
16,11,2000,0.6,13,0,1.63
17,11,2000,0.3,15.5,0,1.71
18,11,2000,-1.8,16.4,0,1.33
19,11,2000,0.9,16.2,0,1.7
20,11,2000,-0.6,16.1,0,1.28
21,11,2000,2.2,8.5,6.1,0.07
22,11,2000,2.7,14.9,0,0.86
23,11,2000,2.6,10.8,0.2,0.29
24,11,2000,5.7,15.6,0,1.35
25,11,2000,4.1,8,0.2,0.04
26,11,2000,6.4,11.9,0,0.37
27,11,2000,3.4,9.3,0.2,0.03
28,11,2000,5.2,10.1,0,0.01
29,11,2000,5.2,16.8,4.5,1.09
30,11,2000,1.7,15.2,0.1,1.25
1,12,2000,1.7,14,0.1,1.04
2,12,2000,0.7,15.9,0.1,1.24
3,12,2000,1.8,12.4,0.3,0.4
4,12,2000,4.2,12.2,0.2,0.57
5,12,2000,3.7,10.4,0.2,0.42
6,12,2000,4.4,7.8,0.1,0.07
7,12,2000,5.5,15.6,0,0.69
8,12,2000,6.3,18.4,0.1,1.28
9,12,2000,4.2,16.1,0,0.9
10,12,2000,6.2,13.2,0,0.36
11,12,2000,7.5,12.3,6,0.4
12,12,2000,2.5,12.1,0.2,0.89
13,12,2000,8.8,11.9,0.9,0.33
14,12,2000,8.1,11.5,0.8,0.11
15,12,2000,7.1,13.3,0,0.37
16,12,2000,4.8,14.4,0,1.34
17,12,2000,4.8,14.9,0.1,3.64
18,12,2000,-0.3,14.5,0,1.32
19,12,2000,1.1,15.2,0,1.28
20,12,2000,1.9,16.6,0,1.13
21,12,2000,-0.7,14.6,0.3,0.96
22,12,2000,3.9,15.2,0.1,0.91
23,12,2000,1,11.9,0,0.44
24,12,2000,2.7,14.4,0,2.62
25,12,2000,0.3,11.9,0,1.49
26,12,2000,-2,15.1,0,0.69
27,12,2000,-0.4,15.4,0,1.43
28,12,2000,-2.3,13.6,0,1.24
29,12,2000,-2.2,14.4,0.1,1.04
30,12,2000,-3,15.4,0,1.26
31,12,2000,-2.2,13.3,0.1,0.94
1,1,2001,-1,16.1,0,1.18
2,1,2001,-3.4,13,0.1,1.14
3,1,2001,-1.3,18.5,0.2,1.44
4,1,2001,-2.8,17,0,1.5
5,1,2001,-2.4,17.8,0,1.45
6,1,2001,-0.9,16.5,0.1,1.17
7,1,2001,-0.3,10.3,2.5,0.48
8,1,2001,4.6,12.8,13.9,0.21
9,1,2001,0.6,10.4,0.2,0.37
10,1,2001,3.5,10.1,17,0.06
11,1,2001,5.3,10.6,6.1,0.39
12,1,2001,4.1,14.7,1,1.25
13,1,2001,3.9,14.5,0,1.05
14,1,2001,4.2,11.5,0,1.72
15,1,2001,3.7,11.9,0,2.99
16,1,2001,2.4,11.2,0,2.88
17,1,2001,0.1,11.9,0,2.09
18,1,2001,-3.1,11.7,0,1.06
19,1,2001,1.5,14.3,0,1.43
20,1,2001,-0.9,12.1,0,0.83
21,1,2001,0.7,13.6,0,1.07
22,1,2001,1.9,18.6,0,1.64
23,1,2001,4.6,10.1,5.2,0.24
24,1,2001,2.5,13.9,0,1.28
25,1,2001,3.1,8.6,17.7,0.16
26,1,2001,2.9,9.5,0.4,0.86
27,1,2001,4,13.3,0,3.08
28,1,2001,-1.2,11.6,0,1.37
29,1,2001,3.8,12.2,4,1.5
30,1,2001,0.9,11.5,0,2.13
31,1,2001,0,15.2,0,2.37
1,2,2001,-1.4,14,0,1.39
2,2,2001,1.9,14.6,0,1.15
3,2,2001,2.6,18.8,0,2.32
4,2,2001,3.1,20.1,0,1.96
5,2,2001,3.2,19.8,0,2.21
6,2,2001,3.6,14,0.4,2.1
7,2,2001,4.5,12.3,0,4.61
8,2,2001,3.7,15.2,0,3.32
9,2,2001,4.7,9.6,21.7,0.49
10,2,2001,5,10.6,7.3,1.25
11,2,2001,4.6,10.6,10.4,1.85
12,2,2001,2,6.8,15.2,0.28
13,2,2001,2.6,14.2,0,3.45
14,2,2001,0.9,14.6,0,2.01
15,2,2001,-0.4,13.4,0.1,1.66
16,2,2001,4.6,14.9,0,2.16
17,2,2001,4,10.3,4.2,0.04
18,2,2001,7.8,13,2.2,0.54
19,2,2001,6.6,14.3,11.2,1.5
20,2,2001,8.4,13.1,7.1,0.81
21,2,2001,5.3,14.6,4.8,1.31
22,2,2001,5.5,12.6,16.1,1.88
23,2,2001,4.6,13.4,7.5,2.17
24,2,2001,5.6,8.8,14,0.09
25,2,2001,6.6,15.7,0,2.27
26,2,2001,6.4,17.7,0,2.7
27,2,2001,5.3,19.3,0,4.63
28,2,2001,2.8,15.9,0,3.84
1,3,2001,0.1,14.5,1.7,1.88
2,3,2001,4,13,20,0.85
3,3,2001,1.5,11.3,5,0.7
4,3,2001,7.6,13.7,26.6,0.53
5,3,2001,9.1,16.2,2.8,1.16
6,3,2001,8.2,20.4,0,2.78
7,3,2001,5.6,19.6,0,2.9
8,3,2001,7.6,16.5,0,2.23
9,3,2001,6.2,16.2,0,3.91
10,3,2001,7.2,18.5,0,4.59
11,3,2001,2.9,19.3,0,3.57
12,3,2001,6.2,21.4,0,3.44
13,3,2001,3.4,22.3,0,3.22
14,3,2001,4.8,21.2,0.1,3.55
15,3,2001,3.1,19.2,0,1.82
16,3,2001,4.8,19.3,0,4.04
17,3,2001,5.4,23.1,0,3.39
18,3,2001,6.5,27.1,0,3.84
19,3,2001,8.4,25.9,0,3.43
20,3,2001,11.3,26,0.2,3.27
21,3,2001,11.3,26.2,0,3.79
22,3,2001,10,22.4,0,3.69
23,3,2001,7.1,21.2,0,3.54
24,3,2001,9.1,20.9,1,3.52
25,3,2001,7.7,20,0,3.72
26,3,2001,6.1,23.2,0,4.92
27,3,2001,7.8,25.5,0,4.97
28,3,2001,11.5,27.4,0,4.66
29,3,2001,6.7,26.8,0,6.56
30,3,2001,13.9,28.2,0,7.22
31,3,2001,10.9,28.7,0,5.61
1,4,2001,6.6,22.5,0,4.59
2,4,2001,3.5,16.1,0,3.84
3,4,2001,-0.6,15,0,3.88
4,4,2001,1.3,17.7,0,4.33
5,4,2001,3.7,20.2,0,4.73
6,4,2001,6.9,10.8,17.2,0.62
7,4,2001,2.3,13.6,1.1,2.06
8,4,2001,-0.3,13.5,0.1,2.98
9,4,2001,3.7,18.8,0.1,5.68
10,4,2001,7.4,20.4,0,5.57
11,4,2001,4.6,19.7,0,4.18
12,4,2001,2.7,19.1,0,4.59
13,4,2001,5.4,16.6,0.1,4.07
14,4,2001,1.5,19,0,4.21
15,4,2001,3.6,20.7,0,4.83
16,4,2001,6.6,19.5,0,5.17
17,4,2001,7.6,23,0,4.74
18,4,2001,7,21.7,0,3.84
19,4,2001,6.4,17.7,0,3.9
20,4,2001,5,11.1,8,1.05
21,4,2001,4.6,20.4,0,4.65
22,4,2001,7.2,22,0,4.79
23,4,2001,5.5,25.1,0,4.97
24,4,2001,8.4,29.3,0,5.71
25,4,2001,11.9,30.7,0,5.82
26,4,2001,8.9,28,0,5.69
27,4,2001,7.8,26.5,0,5.67
28,4,2001,8.2,21,0,4.73
29,4,2001,4.7,26.2,0,5.52
30,4,2001,8.1,28,0,5.8
1,5,2001,12,27.7,0.1,9.05
2,5,2001,12.1,24.3,0,11.37
3,5,2001,10.5,27.8,0,9.74
4,5,2001,7.4,29.9,0,6.29
5,5,2001,8.7,31.3,0,6.87
6,5,2001,9.2,32.5,0,6.96
7,5,2001,12,35,0,7.14
8,5,2001,12.6,35.3,0,6.66
9,5,2001,13.8,34.4,0,6.78
10,5,2001,12.5,35.4,0,7.68
11,5,2001,11.5,32.2,0,7
12,5,2001,12.3,26.7,0,6.3
13,5,2001,10.8,24.5,0,5.87
14,5,2001,8.7,28.1,0,5.9
15,5,2001,14,26.8,0,5.13
16,5,2001,11.3,28,0.2,6.48
17,5,2001,10,30.9,0,6.52
18,5,2001,12.3,32.9,0,8.29
19,5,2001,16.6,35.8,0,9.48
20,5,2001,16.95,36.5,0,9.62
21,5,2001,17.3,36.7,0,9.03
22,5,2001,14.3,34.5,0,6.91
23,5,2001,12.3,35.9,0,7
24,5,2001,12.5,35.8,0,7.56
25,5,2001,11.3,32.8,0,6.52
26,5,2001,9.7,28.9,0,6.82
27,5,2001,10.3,27.5,0,6.53
28,5,2001,8.4,27.2,0,6.3
29,5,2001,10.9,33.4,0,7.75
30,5,2001,18.9,37.3,0,10.51
31,5,2001,18.4,38.8,0,7.76
1,6,2001,14.6,30.7,0,7.41
2,6,2001,10.4,26.5,0,6.81
3,6,2001,10.9,27.7,0,9.02
4,6,2001,15.5,29.2,0,8.98
5,6,2001,11.6,29.1,0,7.43
6,6,2001,10.3,33,0,7.12
7,6,2001,13.5,35,0,7.64
8,6,2001,13.5,33.8,0,8.05
9,6,2001,12,29.5,0,7.11
10,6,2001,10.5,28.4,0,6.83
11,6,2001,12.7,29.3,0,6.31
12,6,2001,12.9,29.4,0,7.23
13,6,2001,15.6,30.4,0,10.49
14,6,2001,12.9,34.4,0,7.37
15,6,2001,14.2,34.1,0,7.6
16,6,2001,10.6,35.8,0,7.72
17,6,2001,13.6,34.6,0,7.58
18,6,2001,17.1,35.8,0,8.83
19,6,2001,16.4,35.9,0,8.28
20,6,2001,17.4,38.1,0,8.51
21,6,2001,15.7,38.1,0,7.47
22,6,2001,14,35.3,0,8.29
23,6,2001,11.9,30.2,0,6.81
24,6,2001,11.2,29,0,7.34
25,6,2001,12.9,24.5,0,2.64
26,6,2001,11.8,24.9,0,5.81
27,6,2001,14.9,21.7,0,1.89
28,6,2001,11.5,28.6,0,6.09
29,6,2001,12.2,33.3,0,6.77
30,6,2001,14.4,34.2,0,7.28
1,7,2001,13.6,35.7,0,7.38
2,7,2001,15.6,39.4,0,7.52
3,7,2001,18.8,40.4,0,7.33
4,7,2001,20.3,34,0,4.45
5,7,2001,16.2,34.7,0,8.71
6,7,2001,12.1,31.1,0,8.31
7,7,2001,16.7,32.7,0,7.88
8,7,2001,15.4,36.5,0,7.67
9,7,2001,14.5,32.1,0,7.25
10,7,2001,14.7,30.3,0,7.12
11,7,2001,12.3,28.4,0,6.32
12,7,2001,9.9,29.6,0,6.68
13,7,2001,10.2,32.8,0,7.18
14,7,2001,11.9,27.8,0,7.05
15,7,2001,9.8,26.5,0,6.97
16,7,2001,12.4,24.4,0,6.69
17,7,2001,8.2,28.1,0,6.19
18,7,2001,11.1,31.1,0,6.64
19,7,2001,13.3,28.2,0,7.14
20,7,2001,12.9,26.6,0,6.68
21,7,2001,10.7,27.3,0,6.14
22,7,2001,10.5,32.6,0,6.8
23,7,2001,12.7,33.5,0,7.01
24,7,2001,12.8,33.2,0,6.97
25,7,2001,13.5,32,0,6.75
26,7,2001,13.2,32.1,0,6.73
27,7,2001,11.4,33,0,7.06
28,7,2001,10.9,33.5,0,6.71
29,7,2001,13.5,28.3,0,6.96
30,7,2001,14,27,0,7.04
31,7,2001,12,31.5,0,6.27
1,8,2001,13.1,31.7,0,6.65
2,8,2001,10.9,34,0,6.82
3,8,2001,13.1,31.7,0,6.95
4,8,2001,14.6,30.7,0,6.67
5,8,2001,13.5,32.5,0,6.43
6,8,2001,11.9,35,0,6.67
7,8,2001,14.2,37.3,0,6.87
8,8,2001,16.7,39,0,7.22
9,8,2001,15.3,33,0,7.21
10,8,2001,13,31.4,0,6.46
11,8,2001,10.5,32.8,0,6.21
12,8,2001,11.5,30.7,0,6.46
13,8,2001,10.1,30,0,5.95
14,8,2001,9.4,33.7,0,6.1
15,8,2001,10.3,33.7,0,6
16,8,2001,10.2,36.3,0,6.29
17,8,2001,13.2,37.2,0,6.62
18,8,2001,12.1,33.9,0,6.12
19,8,2001,12.9,33.4,0,6.36
20,8,2001,12.6,26.2,0,5.84
21,8,2001,10.8,28,0,5.51
22,8,2001,13.4,28.8,0,5.89
23,8,2001,12.3,29.3,0,4.96
24,8,2001,13.8,32.6,0,5.71
25,8,2001,12.7,34.4,0,5.87
26,8,2001,12.5,36.3,0,5.94
27,8,2001,15,38.6,0,6.49
28,8,2001,14.4,37.7,0,6.96
29,8,2001,13.3,32.8,0,5.92
30,8,2001,13.6,26,0,5.25
31,8,2001,11.5,30.9,0,5.34
1,9,2001,11.9,32.3,0,5.39
2,9,2001,13.6,34.4,0,6.06
3,9,2001,13.8,35,0,5.99
4,9,2001,14,35.7,0,6.19
5,9,2001,12.9,31,0,5.33
6,9,2001,14,33.4,0,7.27
7,9,2001,10.9,34.6,0,5.65
8,9,2001,10.5,31.1,0,5.14
9,9,2001,10.7,27.4,0,5.02
10,9,2001,12.3,27.2,0,4.82
11,9,2001,13.7,29.1,0,3.6
12,9,2001,11.9,27.3,0,5.02
13,9,2001,10.5,30,0,4.35
14,9,2001,13.8,33.6,0,4.98
15,9,2001,12.1,31.3,0,4.73
16,9,2001,12.3,27.4,0,4.52
17,9,2001,9.8,30,0,4.44
18,9,2001,11.7,29.9,0,4.22
19,9,2001,10.9,31.7,0,4.34
20,9,2001,10.7,31.7,0,4.43
21,9,2001,8.2,30.9,0,4.48
22,9,2001,10.5,32.6,0,4.01
23,9,2001,10.4,30,0,3.87
24,9,2001,9.3,25.9,0,2.84
25,9,2001,13.4,25.7,0,3.75
26,9,2001,10.9,30.3,0,3.81
27,9,2001,12.1,26.8,0,4.34
28,9,2001,8.4,27,0,4.01
29,9,2001,10.3,33.2,0,5.09
30,9,2001,10.5,35.3,0,4.78
1,10,2001,15.6,39.3,0,5.35
2,10,2001,11.3,39.2,0,4.9
3,10,2001,12.3,36.2,0,4.02
4,10,2001,11.5,27.6,0,4.03
5,10,2001,10.1,23.3,0,3.39
6,10,2001,9,23.9,0,3.05
7,10,2001,8.2,24.1,0,3.15
8,10,2001,9.6,25.5,0,2.95
9,10,2001,11.1,26.8,0,5.68
10,10,2001,8,28.9,0,4.02
11,10,2001,10.6,27,0,3.69
12,10,2001,17.1,31.3,0,8.29
13,10,2001,11.5,32.1,0,4.91
14,10,2001,9.2,31.8,0,3.63
15,10,2001,9.4,30.5,0,3.03
16,10,2001,11,28,0,3.18
17,10,2001,11.3,25.6,0,2.77
18,10,2001,7.1,29.5,0,3.7
19,10,2001,6.8,27.9,0,2.69
20,10,2001,7.9,27,0,2.99
21,10,2001,7.8,21.9,0,2.5
22,10,2001,6,25.9,0,2.49
23,10,2001,9.3,24.1,0,4.68
24,10,2001,12.3,26.7,0,5.14
25,10,2001,8.4,26,0,2.93
26,10,2001,0,27.3,0,2.86
27,10,2001,11.6,21.2,0,2.19
28,10,2001,10.8,19.8,0,1.37
29,10,2001,13.6,20.3,0.2,1.38
30,10,2001,12.2,19.1,10.7,0.89
31,10,2001,8.8,21,0,1.97
1,11,2001,7.5,20.4,0.1,2.04
2,11,2001,7.4,21.7,0,2.33
3,11,2001,8.4,24.1,0,2.5
4,11,2001,7.4,26.8,0,2.61
5,11,2001,6.6,24,0,2.25
6,11,2001,7.5,20.2,0,1.72
7,11,2001,5.2,21.8,0,2.99
8,11,2001,5.1,23.2,0,2.58
9,11,2001,5.1,22.4,0,1.65
10,11,2001,7.8,21.2,5.8,1.42
11,11,2001,13.8,20,4.2,1.06
12,11,2001,10.7,15.9,23.8,0.05
13,11,2001,10.5,15.6,0,0.65
14,11,2001,11.7,20.3,0.6,1.37
15,11,2001,11.3,18.4,0,0.97
16,11,2001,10.4,17.7,0,0.56
17,11,2001,8.8,17.9,0,1.42
18,11,2001,7.1,17.7,0.1,1.38
19,11,2001,9,16.6,0,0.78
20,11,2001,11.7,19.7,0,0.83
21,11,2001,13,15.3,5.4,0.09
22,11,2001,9.9,18.5,0,1.7
23,11,2001,8.4,13.1,0,0.99
24,11,2001,7.5,15.6,15.4,1.9
25,11,2001,5,13.1,0,1.07
26,11,2001,1.5,12.7,0,1.44
27,11,2001,4,12.5,0,1.89
28,11,2001,5.6,9.6,11.7,0.4
29,11,2001,6.4,14.8,2.1,0.99
30,11,2001,7.6,12.7,0.7,1.09
1,12,2001,8.6,10.4,17.4,0.24
2,12,2001,7.1,14.8,33.2,1.21
3,12,2001,5.6,13.2,0.7,1.21
4,12,2001,1.3,14.3,0,1.28
5,12,2001,6.8,9.3,1.6,0.07
6,12,2001,9.1,15.6,0,0.7
7,12,2001,6.7,16.6,0,1.89
8,12,2001,2.9,12.9,0,0.59
9,12,2001,6.2,13.5,4.9,1.91
10,12,2001,4.3,14.9,0,2.5
11,12,2001,4,13.9,0,1.65
12,12,2001,2.5,13.5,0,1.13
13,12,2001,1.7,10.6,10.1,0.7
14,12,2001,4.1,12,9,2.21
15,12,2001,3.1,11.8,0,1.51
