Day,Month,Year,Min Temperature (C),Max Temperature (C),Precipitation (mm),Grass Reference ET (mm)
1,8,1990,12.6,35.5,0,6.61
2,8,1990,14.5,33.3,0,6.31
3,8,1990,13.9,33.4,0,5.88
4,8,1990,14.4,34,0,6.15
5,8,1990,13.7,38.8,0,6.65
6,8,1990,18.1,41.7,1,7.05
7,8,1990,21.8,39.5,0,7.49
8,8,1990,19,40.1,0,6.9
9,8,1990,20.2,40.5,0,6.63
10,8,1990,17.1,40.6,0,7.28
11,8,1990,16.4,38.8,0,7.03
12,8,1990,13.2,33.7,0,6.05
13,8,1990,14.2,34.6,1,6.2
14,8,1990,13.6,26.8,0,4.37
15,8,1990,12.6,27.4,0,5.55
16,8,1990,14.1,29.5,0,5.74
17,8,1990,14.9,29.8,0,6.03
18,8,1990,16.5,28.1,0,5.72
19,8,1990,13.7,28.8,0,5.34
20,8,1990,13.7,29.4,0,5.79
21,8,1990,12.1,31.8,0,5.58
22,8,1990,13,35.1,0,6.21
23,8,1990,15.7,35.3,0,6.7
24,8,1990,13.5,25.4,0,6.44
25,8,1990,12.4,24.8,0,5.15
26,8,1990,13.4,24.3,0,3.8
27,8,1990,13.9,28.9,0,5.89
28,8,1990,13.6,31.5,0,5.48
29,8,1990,16.2,31.4,0,5.25
30,8,1990,13.9,30.6,0,5.42
31,8,1990,11.6,31.9,0,5.42
1,9,1990,12.3,31,0,5.38
2,9,1990,10.1,32.8,0,5.35
3,9,1990,14,31.7,0,5.63
4,9,1990,9.9,30.9,1,5.34
5,9,1990,12.9,32,0,5.4
6,9,1990,13.1,32.3,0,5.6
7,9,1990,13.3,33,0,5.6
8,9,1990,9.1,33.6,0,5.03
9,9,1990,10.9,37.3,0,5.12
10,9,1990,12.4,34.5,0,5.59
11,9,1990,11.6,32.2,0,4.71
12,9,1990,11.2,32.8,0,5.37
13,9,1990,8.9,29.9,0,4.96
14,9,1990,14.6,28.8,0,4.66
15,9,1990,10.5,29,0,4.34
16,9,1990,11,31.5,0,4.97
17,9,1990,13.1,31,0,4.78
18,9,1990,11.8,29.7,0,4.36
19,9,1990,12.4,35.4,0,5.69
20,9,1990,23,36.6,0,8.52
21,9,1990,20.2,32.6,0,6.71
22,9,1990,16.4,31,0,5.24
23,9,1990,13.7,27.6,0,3.09
24,9,1990,14.8,27.8,0,4.03
25,9,1990,14.3,25.7,0,2.45
26,9,1990,11.1,26.9,0,3.69
27,9,1990,13.8,30.7,0,4.55
28,9,1990,12.5,35.4,0,4.8
29,9,1990,14.2,38.4,0,5.9
30,9,1990,12.5,36.3,0,4.38
1,10,1990,12.9,31,0,3.76
2,10,1990,12.1,31.6,0,7.15
3,10,1990,17.8,34.1,0,8.33
4,10,1990,13.3,34.3,0,4.74
5,10,1990,14.1,25.8,0,3.74
6,10,1990,12.4,26.1,0,6.2
7,10,1990,15.9,26.4,0,8.63
8,10,1990,9.2,28.1,0,5.86
9,10,1990,6.2,30.5,0,3.78
10,10,1990,7.2,29.7,0,3.89
11,10,1990,11.1,30.8,0,5.32
12,10,1990,6.1,30.8,0,3.64
13,10,1990,10.4,30,0,3.98
14,10,1990,8.6,29.3,0,3.76
15,10,1990,7.8,27.8,0,3.01
16,10,1990,11.5,28.2,0,5.75
17,10,1990,9.5,28,0,4.2
18,10,1990,12.3,22.8,3,1.32
19,10,1990,9.5,22.3,0,4.13
20,10,1990,8.6,24.6,0,4.4
21,10,1990,4.8,26.3,0,2.9
22,10,1990,9,27.3,0,3.18
23,10,1990,7.5,28.6,0,3.26
24,10,1990,7.8,29.4,0,2.69
25,10,1990,8,28.3,0,2.44
26,10,1990,7.2,29.5,0,2.78
27,10,1990,5.1,28,0,2.78
28,10,1990,9.3,27.9,0,2.23
29,10,1990,9.2,23.8,0,2.26
30,10,1990,6.2,22.9,0,2.13
31,10,1990,9.3,20.9,0,2.2
1,11,1990,3.4,19.4,0,4.41
2,11,1990,8.4,19.5,0,5.92
3,11,1990,8.4,24.8,0,4.74
4,11,1990,2.5,23.2,0,2.23
5,11,1990,4.9,22.1,0,4.14
6,11,1990,9.9,19.8,0,5.87
7,11,1990,7.8,21.5,0,3.78
8,11,1990,4.2,24.8,0,2.33
9,11,1990,3.3,23.6,0,1.98
10,11,1990,3.6,23.6,0,2.19
11,11,1990,3.5,24.6,0,2.62
12,11,1990,4.2,25.3,0,2.4
13,11,1990,3.7,24,0,2.53
14,11,1990,8.8,14.1,0,0.4
15,11,1990,5.3,19.2,0,2.64
16,11,1990,3.4,15.6,0,0.82
17,11,1990,3.7,20.5,0,1.76
18,11,1990,5.6,17.9,0,1.18
19,11,1990,5.6,17.7,3,0.76
20,11,1990,0.8,14.5,0,0.86
21,11,1990,4.5,15.1,0,1.28
22,11,1990,1.8,18.1,0,1.53
23,11,1990,-0.7,18.7,0,1.47
24,11,1990,-1.5,19.7,0,1.3
25,11,1990,-0.5,16.7,3,0.72
26,11,1990,2,13.1,0,2.62
27,11,1990,-0.1,14.1,0,1.66
28,11,1990,-3.2,15.1,0,1.14
29,11,1990,-1.1,15.4,0,1.18
30,11,1990,2.7,18.9,0,2.54
1,12,1990,0,16.6,0,2.25
2,12,1990,-0.6,16.4,0,2.09
3,12,1990,-1.6,12.5,0,0.98
4,12,1990,-3.2,14.7,0,1.18
5,12,1990,1.8,19.6,0,2.51
6,12,1990,-2.3,16.2,0,1.35
7,12,1990,-0.1,17,0,1.27
8,12,1990,-1.5,17.9,0,1.39
9,12,1990,-1.1,17.6,0,1.53
10,12,1990,3.5,11.8,18,0.12
11,12,1990,8,13.7,6,0.57
12,12,1990,2.9,14.3,0,1.12
13,12,1990,1.8,12.4,0,0.78
14,12,1990,0.1,7.2,0,0.78
15,12,1990,3.6,9.9,10,0.09
16,12,1990,2.3,11.2,0,1.32
17,12,1990,0.5,11.8,0,0.96
18,12,1990,-1.4,10.3,0,0.23
19,12,1990,-0.2,8.7,0,1.82
20,12,1990,-4.3,6.2,0,1.12
21,12,1990,-6,0.4,0,2.07
22,12,1990,-7.6,2.8,0,1.25
23,12,1990,-8.3,5.1,0,1.22
24,12,1990,-6.5,9.3,0,1.46
25,12,1990,-6.3,9.1,0,1.08
26,12,1990,-5.1,11.5,0,1.18
27,12,1990,-4.5,12.7,0,1.03
28,12,1990,-4.6,9.5,0,0.91
29,12,1990,-0.8,10,0,3.58
30,12,1990,-4.8,8.5,0,1.38
31,12,1990,-3.7,11.9,0,1.36
1,1,1991,-5.2,12.5,0,1.21
2,1,1991,-3.8,12.2,0,1.23
3,1,1991,-0.4,11.9,0,0.91
4,1,1991,-2.4,12.1,0,0.88
5,1,1991,0.8,5.9,0,0.88
6,1,1991,3.6,5.9,1,0.92
7,1,1991,4.9,7.6,5,0.92
8,1,1991,6.5,12,0,0.56
9,1,1991,4,11.5,1,0.03
10,1,1991,2.3,13.4,0,0.03
11,1,1991,1.2,10.3,0,0.22
12,1,1991,7.4,17.9,1,0.66
13,1,1991,10.1,12,0,0
14,1,1991,10.1,12.6,0,0.05
15,1,1991,7.1,13.5,0,0.25
16,1,1991,4.5,19.3,0,3.69
17,1,1991,3.3,17.5,0,1.51
18,1,1991,-0.1,16.5,0,1.29
19,1,1991,4.3,21.5,0,3.13
20,1,1991,2.5,18.5,0,4.53
21,1,1991,6.9,18.2,0,4.83
22,1,1991,-0.7,17.4,0,1.94
23,1,1991,-1.9,17.8,0,1.7
24,1,1991,-0.1,17.4,0,1.97
25,1,1991,-3.9,15.3,0,1.36
26,1,1991,-2.2,16.8,0,1.5
27,1,1991,-2.8,15.1,0,1.5
28,1,1991,-0.9,15.7,0,1.29
29,1,1991,0.7,17.5,0,1.83
30,1,1991,-2.1,15,0,1.45
31,1,1991,2.2,14.8,0,1.18
1,2,1991,-0.6,15.7,0,1.31
2,2,1991,7.1,12.2,29,0
3,2,1991,8.5,17.1,0,0.82
4,2,1991,7.8,11.5,24,0
5,2,1991,7.2,15.7,1,0.38
6,2,1991,5.3,17.5,0,0.8
7,2,1991,4.2,16.8,0,1.1
8,2,1991,7,14.3,0,0.55
9,2,1991,6.8,17.4,1,1.02
10,2,1991,5.2,20,0,1.44
11,2,1991,6.4,20.7,0,1.25
12,2,1991,5.8,20.1,0,1.56
13,2,1991,7.9,21.9,0,2.23
14,2,1991,5.8,25.8,2,1.7
15,2,1991,8.9,21.2,0,1.2
16,2,1991,7.7,20.2,0,2.06
17,2,1991,7,19.1,0,2.6
18,2,1991,9.1,22.1,0,4.17
19,2,1991,8.3,23.2,0,2.75
20,2,1991,5.6,21.5,0,2.33
21,2,1991,6,19.5,0,1.48
22,2,1991,3.6,17.9,0,2.08
23,2,1991,2.9,25.2,0,3.92
24,2,1991,7.8,24.2,0,4.17
25,2,1991,3.7,24,0,3.2
26,2,1991,1.9,21,0,2.51
27,2,1991,8,15,17,0.23
28,2,1991,11.1,16.2,7,0.7
1,3,1991,10.8,15.6,4,0.91
2,3,1991,9.7,15.5,18,0
3,3,1991,10.5,13.2,21,0.16
4,3,1991,10.1,18.1,26,1.28
5,3,1991,4.6,14.8,0,2.82
6,3,1991,2.4,15.5,0,2.62
7,3,1991,5,16.8,0,3.24
8,3,1991,1.7,19.7,0,2.68
9,3,1991,3.4,16.1,0,1.78
10,3,1991,2.9,10.2,6,0.05
11,3,1991,-0.1,13.1,0,2.53
12,3,1991,7.1,13.3,20,0.29
13,3,1991,4.9,14.6,5,2.03
14,3,1991,1.9,14.6,1,2.06
15,3,1991,3.9,15,0,2.77
16,3,1991,4,12.6,0,1.61
17,3,1991,6.7,10.3,11,0.18
18,3,1991,5.8,12.8,0,1.08
19,3,1991,4.7,14.2,6,2.59
20,3,1991,4.1,13.9,7,2.53
21,3,1991,2.6,15.4,0,2.12
22,3,1991,4.1,14.8,0,2.71
23,3,1991,6.1,11.4,12,0.37
24,3,1991,4.3,8.4,34,0
25,3,1991,4.1,13.3,4,2.18
26,3,1991,4.6,8.2,20,0.18
27,3,1991,1.4,17.8,0,3.66
28,3,1991,4.4,19.3,0,3.13
29,3,1991,6.4,22.1,0,4.58
30,3,1991,6,21.7,0,3.45
31,3,1991,7.8,19.2,0,3.43
1,4,1991,6.5,16.8,0,2.42
2,4,1991,6,19.4,0,3.47
3,4,1991,6.2,24.6,0,4.01
4,4,1991,7.1,24.5,0,4.06
5,4,1991,8,22.9,0,4.18
6,4,1991,8.3,19.2,0,3.32
7,4,1991,3.7,18.6,0,5.23
8,4,1991,7.9,23.2,0,5.64
9,4,1991,6.8,23.4,0,4.34
10,4,1991,6.9,17.3,0,6.6
11,4,1991,6.3,18.6,0,6.56
12,4,1991,9.2,23.1,0,6.11
13,4,1991,3.2,23.3,0,4.57
14,4,1991,4.4,20.3,0,4.51
15,4,1991,4.4,17.1,0,3.44
16,4,1991,1.6,19.1,0,4.07
17,4,1991,2,20.4,0,4.55
18,4,1991,4.5,20.9,0,4.51
19,4,1991,3.4,21.1,0,4.13
20,4,1991,10.7,15.9,18,1.78
21,4,1991,10,21.2,0,4.69
22,4,1991,7,22.3,0,5.69
23,4,1991,7,17.8,0,4.68
24,4,1991,10.5,16.6,0,3.28
25,4,1991,6.4,16.8,0,3.46
26,4,1991,10.3,21.9,0,4.8
27,4,1991,8.5,23.2,0,6.18
28,4,1991,10.2,26.8,0,8.03
29,4,1991,8.8,27.1,0,9.41
30,4,1991,8.4,23.8,0,6.24
1,5,1991,6.3,16.9,0,3.91
2,5,1991,6.5,18.1,0,4.39
3,5,1991,3.5,21.8,0,5.12
4,5,1991,7.2,25.7,0,5.46
5,5,1991,8.4,27.5,0,5.67
6,5,1991,10.1,27.8,0,6.01
7,5,1991,12.8,27.5,0,6.52
8,5,1991,9.7,21.2,0,7
9,5,1991,5.5,20.9,0,7.2
10,5,1991,10.4,22.7,0,7.54
11,5,1991,9.1,21,0,5.1
12,5,1991,6.5,20.7,0,4.67
13,5,1991,9.7,18.3,1,2.62
14,5,1991,7,25.3,0,6.19
15,5,1991,6.6,28.5,0,6.29
16,5,1991,11,25,0,6.98
17,5,1991,7,17.7,0,3.49
18,5,1991,4.9,13.5,1,1.28
19,5,1991,2.6,23.3,0,5.35
20,5,1991,7.7,25.4,0,5.79
21,5,1991,8.6,30,0,7.21
22,5,1991,9.1,29.1,0,6.27
23,5,1991,9.3,31.9,0,6.24
24,5,1991,13.3,33.1,0,6.82
25,5,1991,12.6,28.7,0,7.89
26,5,1991,8.9,28.8,0,7.5
27,5,1991,12.8,29.1,0,8.34
28,5,1991,9.4,25.4,0,6.72
29,5,1991,8.1,23.3,0,3.89
30,5,1991,10.4,23.6,0,7.66
31,5,1991,14,30.8,0,10.24
1,6,1991,15.8,34,0,9.29
2,6,1991,12.9,30.2,0,7.51
3,6,1991,11.1,28.2,0,6.46
4,6,1991,7.6,31.4,0,7.9
5,6,1991,11.7,30.8,0,10.21
6,6,1991,9.6,26.2,0,6.4
7,6,1991,9.9,33.1,0,7.5
8,6,1991,14.4,35.1,0,7.9
9,6,1991,14,35.3,0,7.43
10,6,1991,12.9,36.3,0,7.16
11,6,1991,14.5,35.1,0,7.55
12,6,1991,13.9,31,0,7.51
13,6,1991,11.9,29.6,0,7.39
14,6,1991,14.6,32.3,0,9.83
15,6,1991,10.7,31.8,0,7.84
16,6,1991,12,30.3,0,7.67
17,6,1991,9.4,30.3,0,6.95
18,6,1991,10.5,29.9,0,7.73
19,6,1991,10.4,25.2,0,6.97
20,6,1991,8.9,27.5,0,6.8
21,6,1991,8.6,26.9,0,6.99
22,6,1991,8.7,27.4,0,6.79
23,6,1991,10.1,24.1,0,6.59
24,6,1991,8.9,22.8,0,5.57
25,6,1991,9.9,25.8,0,6.35
26,6,1991,11,25,0,5.07
27,6,1991,13,22.2,0,3.2
28,6,1991,13.6,19,7,1.33
29,6,1991,11.6,26.4,0,5.69
30,6,1991,12.9,33.4,0,8.24
1,7,1991,19.2,37.6,0,8.39
2,7,1991,20.1,40.9,0,8.48
3,7,1991,18.9,41.5,0,8.04
4,7,1991,17.6,41.4,0,7.93
5,7,1991,17,38.2,0,8.67
6,7,1991,15.1,33.1,0,8.11
7,7,1991,13.7,31.4,0,7.22
8,7,1991,11.9,30.6,0,7.32
9,7,1991,11.1,28.3,0,6.4
10,7,1991,12.3,34,0,6.96
11,7,1991,12.4,35.1,0,6.73
12,7,1991,13.4,33.7,0,7.12
13,7,1991,13.7,34.6,0,7.38
14,7,1991,12.4,29.1,0,6.85
15,7,1991,12.1,30.1,0,6.89
16,7,1991,14.9,31.1,0,7.05
17,7,1991,14.3,31.5,5,6.97
18,7,1991,13.8,34.9,0,6.89
19,7,1991,15.2,27.6,0,6.6
20,7,1991,14,28.7,0,6.63
21,7,1991,13.3,32.7,0,6.61
22,7,1991,14.6,35.1,0,6.84
23,7,1991,14.2,34.4,0,7
24,7,1991,12.5,31.4,0,6.54
25,7,1991,13.1,32.7,0,6.45
26,7,1991,14.6,35.9,0,7.44
27,7,1991,15.1,34,0,6.85
28,7,1991,14.8,34,0,6.59
29,7,1991,16.3,37.7,0,6.88
30,7,1991,17,37.8,0,7.32
31,7,1991,15,34,0,7.49
1,8,1991,11.5,33.2,0,6.63
2,8,1991,10.5,29.2,0,6.44
3,8,1991,11,28.2,0,5.18
4,8,1991,11.5,25.6,0,6.09
5,8,1991,10.7,27.6,0,6.17
6,8,1991,12.2,28.9,0,5.87
7,8,1991,15,31.1,0,6.14
8,8,1991,12.3,34.6,0,6.55
9,8,1991,15.6,34,0,6.76
10,8,1991,12.4,34.8,0,6.36
11,8,1991,14.7,35.1,0,7.26
12,8,1991,14.9,33.5,0,7.39
13,8,1991,19.3,32.5,0,6.42
14,8,1991,16.3,31.8,0,7
15,8,1991,15.7,28.4,0,5.75
16,8,1991,11.8,30.9,0,5.88
17,8,1991,11.6,30.1,0,5.75
18,8,1991,11.8,29.8,0,5.51
19,8,1991,11.2,30.3,0,5.63
20,8,1991,12.2,32,0,5.93
21,8,1991,10,31.6,0,5.67
22,8,1991,10.2,31,0,5.53
23,8,1991,9.7,33.7,0,5.43
24,8,1991,10.9,34.5,0,6.45
25,8,1991,13.3,29.1,0,6.04
26,8,1991,12.5,26.5,0,5.88
27,8,1991,8.5,24.5,0,5.23
28,8,1991,11,29.8,0,5.18
29,8,1991,14.6,33.3,0,5.71
30,8,1991,13.1,34,0,5.95
31,8,1991,13.1,32.3,0,5.42
1,9,1991,13,34.3,0,5.44
2,9,1991,14.7,37.6,0,6.02
3,9,1991,15.3,38.9,0,6.16
4,9,1991,16.2,38.3,0,5.99
5,9,1991,15.4,37.9,0,6.02
6,9,1991,15.3,30.7,0,6.04
7,9,1991,14.8,28.5,0,5.06
8,9,1991,12.6,29.9,0,5.33
9,9,1991,11.1,22.3,0,4.87
10,9,1991,12.2,26.6,0,4.77
11,9,1991,10.9,30.4,0,4.72
12,9,1991,11.2,32.2,0,4.78
13,9,1991,11.3,31,0,4.97
14,9,1991,9.6,32,0,4.52
15,9,1991,11.2,34.7,0,4.71
16,9,1991,12.4,35.9,0,4.87
17,9,1991,14.2,34.3,0,3.87
18,9,1991,12,36,0,4.68
19,9,1991,12.8,32.7,0,4.74
20,9,1991,12.2,31,0,4.74
21,9,1991,11.2,34.2,0,4.96
22,9,1991,10.5,35.4,0,4.78
23,9,1991,11.1,36.8,0,4.72
24,9,1991,12.6,37.8,0,5.06
25,9,1991,14.7,35.2,0,4.98
26,9,1991,14.5,29.5,0,4.57
27,9,1991,10,30.3,0,3.8
28,9,1991,11.2,32.9,0,4.05
29,9,1991,13.9,35.5,0,4.82
30,9,1991,15.6,36.7,0,4.73
1,10,1991,13.3,35.4,0,4.12
2,10,1991,13.8,36.8,0,4.52
3,10,1991,14.9,36.9,0,4.97
4,10,1991,13.4,34.9,0,4.53
5,10,1991,11.6,30.6,0,4.05
6,10,1991,9.3,31,0,3.64
7,10,1991,11.1,33.1,0,3.94
8,10,1991,10.3,33.1,0,4.42
9,10,1991,16.3,34.6,0,4.61
10,10,1991,14.6,37.4,0,5.34
11,10,1991,17.6,35.6,0,5.24
12,10,1991,16,35.5,0,4.75
13,10,1991,13.3,35,0,4.25
14,10,1991,12.5,36.1,0,4.05
15,10,1991,10.9,33.6,0,3.73
16,10,1991,10.2,32.4,0,3.45
17,10,1991,10.9,30.9,0,3.49
18,10,1991,10,33.7,0,3.47
19,10,1991,10.9,33.5,0,5.19
20,10,1991,19.1,33.2,0,8.68
21,10,1991,12.5,31.3,0,4.09
22,10,1991,10.4,18.7,0,2.29
23,10,1991,6,20.3,0,3.8
24,10,1991,4.7,19.7,0,2.58
25,10,1991,12,17.6,7,1.25
26,10,1991,7.7,18.4,5,3.21
27,10,1991,6,18.2,0,4.21
28,10,1991,9,20.3,0,5.2
29,10,1991,10,18,0,2.79
30,10,1991,7.3,19.1,0,5.79
31,10,1991,2.2,20.4,0,2.42
1,11,1991,2.9,21.5,0,2.46
2,11,1991,3,22.4,0,2.34
3,11,1991,6.3,24.1,0,2.27
4,11,1991,5.4,25.3,0,2.32
5,11,1991,0,26.5,0,2.54
6,11,1991,3.95,26.5,0,2.09
7,11,1991,7.9,26.5,0,1.94
8,11,1991,13.2,23.4,0,1.28
9,11,1991,12,25.2,0,2.79
10,11,1991,8.7,25.1,0,3.05
11,11,1991,6.6,22.9,0,2.51
12,11,1991,6.6,23.9,0,1.8
13,11,1991,8.2,23.2,0,2.31
14,11,1991,4.8,18.5,0,5.65
15,11,1991,4.7,19.5,0,5.05
16,11,1991,1,18.7,0,2.34
17,11,1991,9.5,18.5,3,1.16
18,11,1991,5,17.1,0,1.93
19,11,1991,1.5,16.9,0,1.42
20,11,1991,9,14,1,0.12
21,11,1991,9.4,18.5,0,4.12
22,11,1991,3.6,17.3,0,2.56
23,11,1991,0.7,18.3,0,1.45
24,11,1991,3.9,19.9,0,1.78
25,11,1991,3.5,20,0,1.54
26,11,1991,2.1,18.9,0,1.27
27,11,1991,8.8,17.9,0,3.9
28,11,1991,7.2,17.7,0,5.06
29,11,1991,-0.5,15.6,0,4.68
30,11,1991,5.5,16.4,0,5.61
1,12,1991,1.9,17.8,0,3.38
2,12,1991,-0.7,16.1,0,1.46
3,12,1991,0,16.8,0,1.42
4,12,1991,-0.7,17.9,0,1.57
5,12,1991,-2.4,18.1,0,1.23
6,12,1991,3.5,17.9,5,1.12
7,12,1991,8.4,14.2,3,1.66
8,12,1991,5.3,17,0,4.7
9,12,1991,-0.5,15,0,1.13
10,12,1991,-1.3,16.7,0,1.54
11,12,1991,0.3,12.6,0,1.54
12,12,1991,-0.1,6.8,0,1.37
13,12,1991,3.2,7.8,0,1.45
14,12,1991,3.4,8.2,0,1.42
15,12,1991,2.5,7.7,0,1.38
16,12,1991,-0.3,6.2,0,1.39
17,12,1991,1.1,9.8,3,1.37
18,12,1991,5,16.1,1,1.37
19,12,1991,1.8,13.1,0,3.38
20,12,1991,1,12.1,0,1.74
21,12,1991,-0.7,11.6,0,0.85
22,12,1991,-1.4,13.3,0,0.93
23,12,1991,1.9,17.3,0,1.96
24,12,1991,-1,15.8,0,1.09
25,12,1991,0.7,13.9,0,0.89
26,12,1991,3.5,14.3,0,0.78
27,12,1991,3.4,12,7,0.34
28,12,1991,9,13.7,17,0.54
29,12,1991,8.8,12.2,16,0.24
30,12,1991,7.1,12.2,1,0.09
31,12,1991,4.4,13.8,0,0.89
1,1,1992,2.5,13.2,0,0.93
2,1,1992,0.9,13.2,0,0.98
3,1,1992,2.7,10.6,0,0.98
4,1,1992,8.1,13.8,11,0.81
5,1,1992,6.3,11.1,7,0.1
6,1,1992,7.3,10.2,4,0
7,1,1992,6.1,11,10,0.66
8,1,1992,-0.3,9.9,0,0.66
9,1,1992,0.1,11.4,0,0.35
10,1,1992,3.7,5.8,0,0.58
11,1,1992,2.1,13.3,0,2.69
12,1,1992,2.3,11.4,0,2.15
13,1,1992,-1,10.6,0,0.92
14,1,1992,-0.2,13.4,0,1.02
15,1,1992,2.4,5.2,0,1.02
16,1,1992,3.1,5.5,0,1.04
17,1,1992,3.3,8.4,2,1.09
18,1,1992,2.8,13,0,1.28
19,1,1992,2.6,5.9,0,1.28
20,1,1992,2.1,5.2,0,1.29
21,1,1992,1.6,8.9,0,1.37
22,1,1992,1.8,3.4,0,1.4
23,1,1992,1.7,2.8,0,1.45
24,1,1992,1.3,9.3,0,0
25,1,1992,2.5,10.7,0,1.07
26,1,1992,3.6,11.3,0,1.07
27,1,1992,0,8.9,0,0.71
28,1,1992,5.7,12.9,5,0.81
29,1,1992,1.3,11.5,1,0.51
30,1,1992,3.9,9.2,0,0
31,1,1992,6.8,10.9,0,0.19
1,2,1992,7.9,17.3,7,1.28
2,2,1992,5.3,16.5,0,2.51
3,2,1992,0.6,19.9,0,3.74
4,2,1992,3.4,16.8,0,2.03
5,2,1992,1.2,17,0,1.87
6,2,1992,8.6,14.7,1,0.85
7,2,1992,9,16.2,1,0.73
8,2,1992,11.2,16.5,0,0.8
9,2,1992,9.9,16.1,11,1.07
10,2,1992,10,14.4,45,1.07
11,2,1992,9.4,18.2,25,2.52
12,2,1992,10.4,16,46,1.14
13,2,1992,8.2,15.9,4,1.61
14,2,1992,6.4,12.7,21,0.45
15,2,1992,7,13.7,4,1.46
16,2,1992,7.5,13.4,11,0.79
17,2,1992,8.1,15,0,1.34
18,2,1992,7.7,14.8,10,0.36
19,2,1992,12,15.9,18,0.26
20,2,1992,10.7,18.3,0,2.26
21,2,1992,11.5,14.5,10,0.17
22,2,1992,9.2,18.6,0,2.76
23,2,1992,7.8,19.8,0,4.09
24,2,1992,5.4,21.3,0,2.41
25,2,1992,6.7,25,0,2.61
26,2,1992,8,26.4,0,2.52
27,2,1992,6.8,22.7,0,2.56
28,2,1992,8.6,21.8,0,1.94
29,2,1992,8.8,19,0,1.66
1,3,1992,10.3,18.9,6,2.29
2,3,1992,11.5,19,4,2.2
3,3,1992,9.5,19.3,0,3.06
4,3,1992,7.9,16.8,0,2.34
5,3,1992,10.2,14.9,29,0.82
6,3,1992,8.6,17.1,15,1.68
7,3,1992,6.1,18.1,0,2.65
8,3,1992,5.8,20.2,0,2.93
9,3,1992,6.6,18.9,0,2.42
10,3,1992,5.7,21,0,2.58
11,3,1992,5.9,21.1,0,2.43
12,3,1992,5,21.6,1,3.02
13,3,1992,7.9,17.9,0,3.08
14,3,1992,8.3,13.8,14,0.42
15,3,1992,8.8,17.2,4,1.64
16,3,1992,7.7,18.3,1,2.63
17,3,1992,7.7,18,0,2.28
18,3,1992,5.5,18.7,0,3.1
19,3,1992,6.4,19.7,0,2.47
20,3,1992,7.7,18.8,0,1.78
21,3,1992,6.9,19.5,0,3.24
22,3,1992,11.3,18.9,6,1.92
23,3,1992,9.2,18.7,1,2.4
24,3,1992,7.3,19.7,0,2.71
25,3,1992,8.1,22.2,0,3.84
26,3,1992,9.7,25.5,0,3.8
27,3,1992,9.1,25.2,0,4.48
28,3,1992,10,20.1,0,4.22
29,3,1992,6.7,18.2,0,3.12
30,3,1992,10.4,16.2,0,1.65
31,3,1992,7.6,24.1,0,4.01
1,4,1992,8.2,28.7,0,4.63
2,4,1992,8.1,24.6,0,3.72
3,4,1992,8.6,22.9,0,3.58
4,4,1992,6.1,20.7,0,4.01
5,4,1992,6.1,20.4,0,4.68
6,4,1992,5.3,20.6,0,4.74
7,4,1992,4.2,24.1,0,4.65
8,4,1992,4.6,25.3,0,4.79
9,4,1992,7.1,23.1,0,4.41
10,4,1992,10.3,23.8,0,4.02
11,4,1992,10.2,18.2,4,2.07
12,4,1992,10.4,14.8,9,0.2
13,4,1992,6.4,21.4,0,3.69
14,4,1992,8.4,22.9,0,4.31
15,4,1992,10.7,21.1,0,3.15
16,4,1992,10.9,22.6,0,2.93
17,4,1992,12.4,25,0,5.53
18,4,1992,11.8,24.7,0,8.85
19,4,1992,12,28.3,0,6.89
20,4,1992,11.1,26.5,0,4.74
21,4,1992,8.9,23.8,0,4.93
22,4,1992,6.9,21.6,0,4.96
23,4,1992,6.9,24.9,0,5.47
24,4,1992,8.6,27.4,0,4.44
25,4,1992,8.8,29.5,0,5.53
26,4,1992,9.4,26,0,5.73
27,4,1992,9.9,28.8,0,5.25
28,4,1992,12.2,32.1,0,5.91
29,4,1992,13.1,25.8,0,5.04
30,4,1992,10.8,24.5,0,4.49
1,5,1992,9.2,27.9,0,6.4
2,5,1992,13.1,32.8,0,6.65
3,5,1992,12.2,33.9,0,6.72
4,5,1992,11.8,35.7,0,6.48
5,5,1992,12.7,33,0,6.34
6,5,1992,13.2,26.3,0,5.23
7,5,1992,11.8,28,0,5.32
8,5,1992,11.8,32.4,0,5.69
9,5,1992,19.1,30.6,0,11.55
10,5,1992,16.6,33.1,0,8.44
11,5,1992,15.3,29.1,0,6.53
12,5,1992,11.6,26.2,0,6.06
13,5,1992,9.2,27.5,0,5.76
14,5,1992,11,28,0,6.02
15,5,1992,8.7,27,0,5.53
16,5,1992,10.3,29.7,0,5.71
17,5,1992,10.2,30.9,0,6.46
18,5,1992,12.5,28.6,0,6.06
19,5,1992,12,25.3,0,6.26
20,5,1992,9.5,27,0,6.66
21,5,1992,13.5,31.7,0,7.96
22,5,1992,10.7,35,0,6.82
23,5,1992,12,34.5,0,6.61
24,5,1992,12.1,32.4,0,6.45
25,5,1992,11.5,31.9,0,5.99
26,5,1992,12.5,31.9,0,5.88
27,5,1992,14.4,33.6,0,6.56
28,5,1992,13.4,31.3,0,6.16
29,5,1992,12.2,33.2,0,6.29
30,5,1992,14.8,35,0,6.55
31,5,1992,13.9,35.2,0,6.82
1,6,1992,14,33.8,0,6.56
2,6,1992,14.5,36.6,0,6.25
3,6,1992,15.3,35.1,0,6.63
4,6,1992,12.6,35.9,0,6.53
5,6,1992,15.2,31.4,0,6.77
6,6,1992,13.8,26.7,0,6.3
